source,target,weight
chrX-148500000,chrX-60000000,0.08333333333333333
chrY-22500000,chrX-60000000,0.125
chrY-89250000,chrX-60000000,0.125
chr3-113250000,chrX-60250000,0.25
chrX-3500000,chrX-60250000,0.25
chrX-35000000,chrX-60500000,0.25
chrY-84000000,chrX-60500000,0.5
chr7-8750000,chrX-60750000,0.05555555555555555
chrX-29000000,chrX-60750000,1.0
chrX-32750000,chrX-60750000,0.08823529411764705
chrX-54750000,chrX-60750000,0.5
chr7-7750000,chrX-61000000,0.0625
chrX-123250000,chrX-61000000,0.058823529411764705
chrX-27250000,chrX-61250000,0.5
chrX-31250000,chrX-61250000,0.05
chrX-35000000,chrX-61250000,0.25
chrX-54750000,chrX-61250000,0.5
chrX-3500000,chrX-61500000,0.25
chrX-31250000,chrX-61500000,0.1
chrX-35000000,chrX-61500000,0.25
chrY-34750000,chrX-61500000,0.5
chr4-61000000,chrX-61750000,0.05
chrX-27500000,chrX-61750000,1.0
chrY-22500000,chrX-61750000,0.125
chr4-122250000,chrX-62000000,0.1
chrX-28000000,chrX-62000000,0.5
chrX-28500000,chrX-62000000,0.5
chr4-61000000,chrX-62250000,0.05
chrX-4000000,chrX-62250000,0.06060606060606061
chrX-27750000,chrX-62250000,0.5
chrX-28750000,chrX-62250000,0.5
chrX-31250000,chrX-62250000,0.05
chrX-55000000,chrX-62250000,0.25
chrY-88750000,chrX-62250000,0.5
chrX-3500000,chrX-62500000,0.25
chrX-54750000,chrX-62500000,0.5
chrY-75000000,chrX-62500000,0.5
chrX-55000000,chrX-62750000,0.25
chrY-40000000,chrX-62750000,0.0625
chrY-86750000,chrX-62750000,0.1
chrX-27250000,chrX-63000000,0.5
chrX-35000000,chrX-63000000,0.25
chrY-40250000,chrX-63000000,0.25
chr7-7750000,chrX-63250000,0.0625
chrX-28500000,chrX-63500000,0.5
chrX-34000000,chrX-63500000,0.05263157894736842
chrX-34500000,chrX-63500000,0.07142857142857142
chrX-123750000,chrX-63500000,0.07142857142857142
chrY-43750000,chrX-63500000,0.16666666666666666
chr4-122250000,chrX-63750000,0.1
chrX-3500000,chrX-63750000,0.25
chrX-30250000,chrX-63750000,0.5
chr14-42750000,chrX-64000000,0.1
chrX-149500000,chrX-64000000,0.05555555555555555
chrY-35000000,chrX-64000000,0.5
chrY-39000000,chrX-64000000,0.1
chrY-58250000,chrX-64000000,1.0
chr4-61000000,chrX-64250000,0.05
chrY-41750000,chrX-64250000,0.25
chrY-88500000,chrX-64500000,0.25
chr7-22500000,chrX-65000000,0.5
chrY-29750000,chrX-65000000,0.5
chrY-40000000,chrX-65000000,0.0625
chr7-7750000,chrX-65250000,0.0625
chrX-3500000,chrX-65250000,0.25
chrX-31250000,chrX-65250000,0.05
chrX-54750000,chrX-65250000,0.5
chrX-30000000,chrX-65500000,0.5
chrX-30250000,chrX-65500000,0.5
chrX-31250000,chrX-65500000,0.05
chrX-24750000,chrX-65750000,0.05555555555555555
chrX-28000000,chrX-65750000,0.5
chrX-33500000,chrX-65750000,0.07692307692307693
chr7-22250000,chrX-66000000,0.5
chrX-31250000,chrX-66000000,0.1
chrX-54500000,chrX-66000000,0.5
chrX-123250000,chrX-66000000,0.11764705882352941
chrY-89500000,chrX-66000000,0.08333333333333333
chr4-61000000,chrX-66250000,0.05
chr7-22500000,chrX-66250000,0.5
chrX-31250000,chrX-66250000,0.05
chrX-148500000,chrX-66250000,0.08333333333333333
chrY-41500000,chrX-66250000,0.125
chrY-78500000,chrX-66250000,1.0
chrX-34000000,chrX-66750000,0.05263157894736842
chrX-29750000,chrX-67000000,0.25
chr4-61000000,chrX-67250000,0.05
chrX-27750000,chrX-67250000,0.5
chrX-148500000,chrX-67250000,0.08333333333333333
chrY-42250000,chrX-67250000,0.07142857142857142
chrX-32750000,chrX-67500000,0.058823529411764705
chrX-123250000,chrX-67500000,0.058823529411764705
chrY-40000000,chrX-67500000,0.0625
chr14-5000000,chrX-67750000,0.05
chrX-148500000,chrX-67750000,0.08333333333333333
chrX-24750000,chrX-68000000,0.05555555555555555
chrX-32750000,chrX-68000000,0.058823529411764705
chrX-31250000,chrX-68250000,0.05
chrX-54750000,chrX-68250000,0.5
chrY-39250000,chrX-68250000,0.16666666666666666
chrY-87000000,chrX-68250000,0.16666666666666666
chrX-31250000,chrX-68500000,0.05
chr4-61000000,chrX-68750000,0.1
chr14-5000000,chrX-68750000,0.05
chrX-3500000,chrX-68750000,0.25
chrX-28500000,chrX-68750000,0.5
chrX-55000000,chrX-68750000,0.25
chr7-22250000,chrX-69000000,0.5
chrX-31250000,chrX-69000000,0.05
chrX-33250000,chrX-69000000,0.06818181818181818
chrY-27500000,chrX-69000000,1.0
chrY-39250000,chrX-69000000,0.16666666666666666
chr7-7750000,chrX-69250000,0.0625
chr7-20500000,chrX-69250000,0.25
chr14-3750000,chrX-69250000,0.07142857142857142
chrX-31250000,chrX-69250000,0.05
chrX-149000000,chrX-69250000,0.25
chrY-42000000,chrX-69250000,0.0625
chrX-30000000,chrX-69500000,0.5
chrX-148000000,chrX-69500000,0.16666666666666666
chrX-148500000,chrX-69500000,0.08333333333333333
chrY-36500000,chrX-69500000,1.0
chr12-22250000,chrX-69750000,0.0625
chr14-42750000,chrX-69750000,0.1
chrY-81000000,chrX-70000000,0.3333333333333333
chrX-55000000,chrX-70250000,0.25
chrX-123250000,chrX-70250000,0.058823529411764705
chrY-14750000,chrX-70250000,1.0
chrX-34000000,chrX-70500000,0.05263157894736842
chrY-41750000,chrX-70500000,0.25
chrY-88750000,chrX-70500000,0.5
chrX-54750000,chrX-70750000,0.5
chrY-39250000,chrX-70750000,0.16666666666666666
chr14-5500000,chrX-71250000,0.5
chrX-28500000,chrX-71250000,0.5
chrY-68500000,chrX-71250000,1.0
chr4-42250000,chrX-71500000,1.0
chrY-43000000,chrX-71500000,0.5
chrY-86750000,chrX-71500000,0.1
chrY-90250000,chrX-71500000,0.5
chr12-22250000,chrX-71750000,0.0625
chr14-42750000,chrX-71750000,0.1
chrX-3500000,chrX-71750000,0.25
chrX-123250000,chrX-71750000,0.058823529411764705
chrY-21000000,chrX-71750000,0.5
chrY-36250000,chrX-72000000,1.0
chrY-53750000,chrX-72000000,1.0
chrY-81000000,chrX-72000000,0.3333333333333333
chrY-88750000,chrX-72000000,0.5
chrX-54750000,chrX-72500000,0.5
chrY-57750000,chrX-72500000,0.5
chrY-89000000,chrX-72750000,0.5
chrX-31250000,chrX-73000000,0.1
chrX-148500000,chrX-73500000,0.08333333333333333
chrY-29000000,chrX-73500000,0.25
chrY-73500000,chrX-73750000,1.0
chrX-148000000,chrX-74000000,0.16666666666666666
chrX-55000000,chrX-74250000,0.25
chrX-123250000,chrX-74250000,0.058823529411764705
chrX-31250000,chrX-74500000,0.05
chrX-123250000,chrX-74500000,0.11764705882352941
chrX-125750000,chrX-74500000,0.3333333333333333
chrX-34500000,chrX-74750000,0.07142857142857142
chrY-40750000,chrX-74750000,0.125
chrX-123250000,chrX-75000000,0.058823529411764705
chrY-81000000,chrX-75000000,0.3333333333333333
chr12-22250000,chrX-75250000,0.0625
chr14-42750000,chrX-75250000,0.1
chrX-28000000,chrX-75250000,0.5
chrX-31250000,chrX-75250000,0.05
chrY-20750000,chrX-75250000,0.5
chrY-43500000,chrX-75250000,0.05555555555555555
chrX-3500000,chrX-75500000,0.25
chrX-31250000,chrX-75500000,0.05
chrY-40750000,chrX-75500000,1.0
chr9-2750000,chrX-75750000,0.2
chrX-148500000,chrX-75750000,0.08333333333333333
chrX-149500000,chrX-75750000,0.05555555555555555
chrY-38750000,chrX-75750000,0.25
chrY-90000000,chrX-75750000,0.125
chr4-61000000,chrX-76000000,0.05
chrX-25000000,chrX-76000000,1.0
chrY-26250000,chrX-76000000,0.5
chrX-149000000,chrX-76250000,0.25
chrY-43500000,chrX-76250000,0.05555555555555555
chrY-77750000,chrX-76250000,0.5
chr12-22250000,chrX-76500000,0.0625
chrX-34000000,chrX-76500000,0.05263157894736842
chrX-123250000,chrX-76500000,0.058823529411764705
chrY-22500000,chrX-76500000,0.125
chrY-79000000,chrX-76500000,1.0
chrX-3500000,chrX-76750000,0.25
chrY-40000000,chrX-76750000,0.0625
chrY-43500000,chrX-76750000,0.05555555555555555
chrY-84750000,chrX-77000000,0.5
chr12-22250000,chrX-77250000,0.0625
chrX-4000000,chrX-77500000,0.06060606060606061
chrX-31250000,chrX-77500000,0.05
chrX-55000000,chrX-77500000,0.25
chrX-123250000,chrX-77500000,0.058823529411764705
chrY-29250000,chrX-77500000,0.25
chrY-89750000,chrX-77750000,0.25
chr14-3750000,chrX-78000000,0.07142857142857142
chrX-29750000,chrX-78000000,0.25
chrX-123250000,chrX-78000000,0.058823529411764705
chrY-41500000,chrX-78000000,0.125
chrX-31250000,chrX-78250000,0.05
chrY-87250000,chrX-78250000,0.08333333333333333
chr14-5000000,chrX-78500000,0.05
chrX-29750000,chrX-78500000,0.25
chrY-13250000,chrX-78500000,0.5
chrY-89750000,chrX-78500000,0.25
chrX-149000000,chrX-78750000,0.25
chrY-39750000,chrX-78750000,0.25
chrX-55000000,chrX-79250000,0.25
chrY-34500000,chrX-79250000,0.5
chr4-61000000,chrX-79500000,0.05
chrY-89750000,chrX-79500000,0.25
chr14-5000000,chrX-79750000,0.05
chrX-28000000,chrX-79750000,0.5
chrX-30000000,chrX-79750000,0.5
chrY-44250000,chrX-79750000,0.1
chrX-35000000,chrX-80250000,0.25
chrX-55000000,chrX-80250000,0.25
chrX-123250000,chrX-80250000,0.058823529411764705
chrY-40750000,chrX-80500000,0.125
chrX-32750000,chrX-80750000,0.058823529411764705
chrY-88250000,chrX-80750000,0.16666666666666666
chr4-61000000,chrX-81000000,0.05
chrX-28750000,chrX-81000000,1.0
chrX-33500000,chrX-81000000,0.07692307692307693
chrY-17000000,chrX-81000000,1.0
chrY-21250000,chrX-81000000,0.5
chrY-44000000,chrX-81250000,0.08333333333333333
chrY-44500000,chrX-81250000,0.1
chrX-30000000,chrX-81500000,0.5
chrX-32750000,chrX-81500000,0.058823529411764705
chrX-149000000,chrX-81750000,0.25
chrX-27750000,chrX-82000000,0.5
chrX-31250000,chrX-82000000,0.05
chrY-43250000,chrX-82000000,0.05555555555555555
chrX-55000000,chrX-82250000,0.25
chrX-148000000,chrX-82250000,0.16666666666666666
chrX-149500000,chrX-82250000,0.05555555555555555
chrX-4000000,chrX-82500000,0.06060606060606061
chrX-27500000,chrX-82500000,1.0
chr14-3750000,chrX-82750000,0.07142857142857142
chrX-30750000,chrX-82750000,0.5
chrX-123250000,chrX-82750000,0.058823529411764705
chrY-39000000,chrX-82750000,0.1
chrX-54750000,chrX-83000000,0.5
chrX-55000000,chrX-83000000,0.25
chrY-71000000,chrX-83000000,1.0
chrX-30000000,chrX-83250000,0.5
chrX-35000000,chrX-83250000,0.25
chrX-54750000,chrX-83250000,0.5
chrX-123250000,chrX-83250000,0.058823529411764705
chrY-20000000,chrX-83500000,0.25
chrX-31250000,chrX-83750000,0.05
chrY-8000000,chrX-83750000,0.25
chrY-20750000,chrX-83750000,0.5
chrY-41500000,chrX-83750000,0.125
chrY-43750000,chrX-83750000,0.16666666666666666
chrX-3500000,chrX-84000000,0.25
chrX-32000000,chrX-84000000,0.057692307692307696
chrY-29000000,chrX-84250000,0.25
chrY-39250000,chrX-84250000,0.16666666666666666
chrY-41500000,chrX-84250000,0.125
chrX-149500000,chrX-84500000,0.05555555555555555
chr4-122250000,chrX-84750000,0.1
chrX-31250000,chrX-84750000,0.05
chr3-113250000,chrX-85000000,0.25
chr12-22250000,chrX-85000000,0.0625
chrX-148500000,chrX-85000000,0.08333333333333333
chr4-61000000,chrX-85250000,0.05
chrX-28000000,chrX-85250000,0.5
chr3-113250000,chrX-85500000,0.25
chrX-29750000,chrX-85500000,0.25
chr4-42500000,chrX-85750000,0.05
chrY-35250000,chrX-85750000,0.5
chrY-43250000,chrX-85750000,0.05555555555555555
chrY-86250000,chrX-85750000,0.5
chrX-123250000,chrX-86000000,0.058823529411764705
chrX-29750000,chrX-86250000,0.25
chrX-30750000,chrX-86250000,0.5
chrX-123250000,chrX-86250000,0.11764705882352941
chrX-125750000,chrX-86250000,0.3333333333333333
chrY-39000000,chrX-86250000,0.1
chrY-40750000,chrX-86250000,0.125
chrX-123250000,chrX-86500000,0.058823529411764705
chrY-34250000,chrX-86500000,1.0
chrY-39750000,chrX-86500000,0.25
chrY-43500000,chrX-86500000,0.05555555555555555
chrY-76000000,chrX-86500000,0.5
chrY-88000000,chrX-86500000,0.125
chrX-148500000,chrX-86750000,0.08333333333333333
chrY-0,chrX-86750000,0.3333333333333333
chrY-89500000,chrX-86750000,0.08333333333333333
chrX-28250000,chrX-87000000,0.5
chrX-123250000,chrX-87000000,0.058823529411764705
chrX-27750000,chrX-87250000,0.5
chrX-55000000,chrX-87250000,0.25
chrX-30000000,chrX-87750000,0.5
chrX-30000000,chrX-88000000,0.5
chrX-148000000,chrX-88000000,0.16666666666666666
chrY-44000000,chrX-88000000,0.08333333333333333
chrX-3500000,chrX-88250000,0.25
chrX-31250000,chrX-88250000,0.05
chrY-29000000,chrX-88250000,0.25
chrX-3500000,chrX-88500000,0.25
chrX-148000000,chrX-88500000,0.16666666666666666
chrY-34250000,chrX-88500000,1.0
chrX-30000000,chrX-88750000,0.5
chrY-75000000,chrX-88750000,0.5
chrX-3500000,chrX-89000000,0.25
chrX-27500000,chrX-89000000,1.0
chrY-90250000,chrX-89250000,0.5
chrY-36000000,chrX-89500000,0.5
chrY-85250000,chrX-89500000,0.5
chr14-5250000,chrX-89750000,0.5
chrX-125750000,chrX-89750000,0.3333333333333333
chrY-43750000,chrX-89750000,0.16666666666666666
chrY-47250000,chrX-89750000,1.0
chrY-74500000,chrX-89750000,1.0
chrX-28000000,chrX-90000000,0.5
chrY-28750000,chrX-90000000,0.5
chrX-148000000,chrX-90500000,0.16666666666666666
chrX-35000000,chrX-90750000,0.25
chrX-55000000,chrX-90750000,0.5
chrX-31250000,chrX-91000000,0.05
chrX-32750000,chrX-91000000,0.058823529411764705
chrX-123250000,chrX-91000000,0.058823529411764705
chrX-149000000,chrX-91000000,0.25
chr14-3750000,chrX-91500000,0.07142857142857142
chrX-148000000,chrX-91500000,0.16666666666666666
chr12-22250000,chrX-91750000,0.0625
chrX-29000000,chrX-91750000,1.0
chrY-44500000,chrX-91750000,0.1
chrX-123750000,chrX-92000000,0.07142857142857142
chrX-3500000,chrX-92250000,0.25
chrX-34500000,chrX-92250000,0.07142857142857142
chrY-34750000,chrX-92250000,0.5
chrY-39250000,chrX-92250000,0.16666666666666666
chrY-87250000,chrX-92250000,0.08333333333333333
chrY-79000000,chrX-92500000,1.0
chrY-90250000,chrX-92750000,0.5
chr7-20250000,chrX-93000000,0.5
chrX-31250000,chrX-93000000,0.05
chrX-123250000,chrX-93000000,0.058823529411764705
chr14-3750000,chrX-93250000,0.07142857142857142
chr14-5250000,chrX-93250000,0.5
chrX-55000000,chrX-93250000,0.25
chr14-5000000,chrX-93500000,0.05
chrY-29000000,chrX-93500000,0.25
chrX-54500000,chrX-93750000,0.5
chrX-148500000,chrX-93750000,0.08333333333333333
chrX-149000000,chrX-93750000,0.25
chrX-55000000,chrX-94000000,0.25
chrX-148500000,chrX-94000000,0.08333333333333333
chrY-18000000,chrX-94000000,1.0
chrX-25000000,chrX-94250000,1.0
chrY-89500000,chrX-94250000,0.08333333333333333
chr14-3750000,chrX-94500000,0.07142857142857142
chrY-21750000,chrX-94500000,1.0
chrY-44500000,chrX-94500000,0.1
chrY-86500000,chrX-94500000,0.25
chrY-89000000,chrX-94500000,0.5
chrY-14000000,chrX-94750000,1.0
chrX-30000000,chrX-95000000,0.5
chrX-148500000,chrX-95000000,0.08333333333333333
chrY-28500000,chrX-95000000,0.5
chrY-34750000,chrX-95000000,0.5
chrX-29750000,chrX-95250000,0.25
chrX-30250000,chrX-95250000,1.0
chrY-84000000,chrX-95250000,0.5
chrY-43000000,chrX-95750000,0.5
chrY-29000000,chrX-96250000,0.25
chrY-42250000,chrX-96250000,0.07142857142857142
chrY-42000000,chrX-96500000,0.0625
chrY-77250000,chrX-96500000,1.0
chrX-33500000,chrX-96750000,0.07692307692307693
chrX-148500000,chrX-96750000,0.08333333333333333
chr7-7750000,chrX-97000000,0.0625
chr12-22250000,chrX-97000000,0.0625
chrY-39000000,chrX-97000000,0.1
chr4-61000000,chrX-97250000,0.1
chr12-22250000,chrX-97500000,0.0625
chrX-55000000,chrX-97500000,0.25
chrY-3250000,chrX-97500000,0.5
chrX-148000000,chrX-97750000,0.16666666666666666
chrY-34500000,chrX-97750000,0.5
chrY-79250000,chrX-97750000,1.0
chrX-148000000,chrX-98000000,0.16666666666666666
chrY-43250000,chrX-98000000,0.05555555555555555
chr14-6500000,chrX-98250000,0.05263157894736842
chrX-148500000,chrX-98250000,0.08333333333333333
chrX-3500000,chrX-98500000,0.25
chrX-24750000,chrX-98500000,0.05555555555555555
chrX-28000000,chrX-98500000,0.5
chrX-54500000,chrX-98500000,0.5
chrX-28000000,chrX-98750000,0.5
chrX-34500000,chrX-98750000,0.07142857142857142
chrX-54500000,chrX-98750000,0.5
chrY-42000000,chrX-98750000,0.0625
chrY-44000000,chrX-98750000,0.08333333333333333
chrY-82750000,chrX-98750000,1.0
chrX-28000000,chrX-99000000,0.5
chrX-148500000,chrX-99000000,0.08333333333333333
chr4-42500000,chrX-99250000,0.05
chr4-61000000,chrX-99250000,0.05
chrX-31250000,chrX-99250000,0.05
chrX-32750000,chrX-99750000,0.058823529411764705
chrX-148500000,chrX-99750000,0.16666666666666666
chrX-148000000,chrX-100000000,0.16666666666666666
chrX-148500000,chrX-100000000,0.08333333333333333
chrY-36500000,chrX-100000000,1.0
chrY-41750000,chrX-100000000,0.25
chrY-44250000,chrX-100000000,0.1
chr12-22250000,chrX-100250000,0.0625
chrX-123250000,chrX-100250000,0.058823529411764705
chrY-43000000,chrX-100250000,0.5
chrY-88250000,chrX-100250000,0.16666666666666666
chrX-54750000,chrX-100500000,0.5
chrY-90000000,chrX-100500000,0.125
chr7-22500000,chrX-100750000,0.5
chrX-148500000,chrX-100750000,0.08333333333333333
chrY-10750000,chrX-100750000,1.0
chrY-38750000,chrX-100750000,0.25
chr7-7750000,chrX-101000000,0.0625
chr12-22250000,chrX-101000000,0.0625
chr14-42750000,chrX-101000000,0.1
chrX-149500000,chrX-101250000,0.05555555555555555
chrY-21000000,chrX-101250000,0.5
chrY-42000000,chrX-101250000,0.0625
chr12-22250000,chrX-101500000,0.0625
chrY-0,chrX-101500000,0.3333333333333333
chrY-41500000,chrX-101500000,0.25
chrX-54750000,chrX-101750000,0.5
chrY-20000000,chrX-101750000,0.25
chrY-38250000,chrX-101750000,0.5
chrY-39500000,chrX-101750000,0.125
chrX-31250000,chrX-102000000,0.05
chrX-123250000,chrX-102250000,0.058823529411764705
chrY-23250000,chrX-102250000,1.0
chrX-31250000,chrX-102500000,0.05
chrX-54750000,chrX-102500000,0.5
chrX-123250000,chrX-102500000,0.11764705882352941
chrY-29000000,chrX-102500000,0.25
chrY-88500000,chrX-102500000,0.25
chrX-149500000,chrX-102750000,0.05555555555555555
chr4-122250000,chrX-103000000,0.1
chrY-53500000,chrX-103000000,1.0
chrX-30750000,chrX-103250000,0.5
chrX-31250000,chrX-103250000,0.05
chrY-33500000,chrX-103250000,1.0
chrY-35250000,chrX-103250000,0.5
chr14-42750000,chrX-103500000,0.1
chr14-3750000,chrX-103750000,0.14285714285714285
chr14-5000000,chrX-103750000,0.05
chrX-3500000,chrX-103750000,0.25
chrX-25000000,chrX-103750000,1.0
chrX-123250000,chrX-103750000,0.058823529411764705
chrX-148000000,chrX-103750000,0.16666666666666666
chrX-123250000,chrX-104000000,0.058823529411764705
chr7-22500000,chrX-104250000,0.5
chrX-35000000,chrX-104250000,0.25
chrX-123250000,chrX-104250000,0.058823529411764705
chrY-73000000,chrX-104250000,0.5
chrY-62000000,chrX-104500000,0.5
chrY-88750000,chrX-104500000,0.5
chrX-123250000,chrX-104750000,0.058823529411764705
chrY-8000000,chrX-104750000,0.25
chrY-76250000,chrX-104750000,0.5
chr4-42500000,chrX-105000000,0.05
chrX-148500000,chrX-105000000,0.08333333333333333
chrX-123250000,chrX-105250000,0.058823529411764705
chrX-148500000,chrX-105250000,0.08333333333333333
chrY-85000000,chrX-105250000,0.5
chrY-87000000,chrX-105500000,0.16666666666666666
chrY-90000000,chrX-105500000,0.125
chrX-3500000,chrX-105750000,0.25
chrX-31250000,chrX-105750000,0.05
chrY-23000000,chrX-105750000,1.0
chrY-84750000,chrX-105750000,0.5
chrX-148500000,chrX-106000000,0.08333333333333333
chr14-3750000,chrX-106500000,0.07142857142857142
chr14-42750000,chrX-106750000,0.1
chrX-31250000,chrX-106750000,0.05
chrX-123750000,chrX-106750000,0.07142857142857142
chrY-40250000,chrX-106750000,0.25
chrY-40000000,chrX-107000000,0.0625
chrX-148500000,chrX-107250000,0.08333333333333333
chr7-7750000,chrX-107500000,0.0625
chrX-30000000,chrX-107500000,0.5
chrX-123250000,chrX-107500000,0.058823529411764705
chrY-36500000,chrX-107500000,1.0
chr7-7750000,chrX-107750000,0.0625
chr14-42750000,chrX-107750000,0.1
chrY-45000000,chrX-108000000,1.0
chrY-62000000,chrX-108000000,0.5
chrX-148500000,chrX-108250000,0.08333333333333333
chrY-38250000,chrX-108250000,0.5
chrY-67750000,chrX-108250000,1.0
chr4-61000000,chrX-108500000,0.05
chr7-8750000,chrX-108500000,0.05555555555555555
chrX-3500000,chrX-108500000,0.25
chrX-148500000,chrX-108500000,0.16666666666666666
chrY-29250000,chrX-108500000,0.25
chr7-7750000,chrX-108750000,0.0625
chr14-3250000,chrX-108750000,0.3333333333333333
chrX-148000000,chrX-108750000,0.16666666666666666
chrY-39250000,chrX-108750000,0.16666666666666666
chrY-44250000,chrX-109000000,0.1
chr4-61000000,chrX-109250000,0.05
chr12-22250000,chrX-109250000,0.0625
chrX-148000000,chrX-109250000,0.16666666666666666
chrY-26000000,chrX-109250000,1.0
chrX-35000000,chrX-109500000,0.25
chrX-148500000,chrX-109500000,0.08333333333333333
chrY-42000000,chrX-109500000,0.0625
chrX-3500000,chrX-109750000,0.25
chrX-31250000,chrX-109750000,0.05
chrX-148500000,chrX-109750000,0.08333333333333333
chrY-87500000,chrX-109750000,0.16666666666666666
chrX-125750000,chrX-110000000,0.3333333333333333
chrY-3250000,chrX-110000000,0.5
chrX-148000000,chrX-110250000,0.16666666666666666
chrX-148500000,chrX-110250000,0.08333333333333333
chrX-3500000,chrX-110500000,0.25
chrX-149500000,chrX-110500000,0.05555555555555555
chr14-3750000,chrX-110750000,0.07142857142857142
chrX-27750000,chrX-110750000,0.5
chrX-31250000,chrX-110750000,0.05
chrY-250000,chrX-110750000,0.07142857142857142
chrX-123250000,chrX-111000000,0.058823529411764705
chrY-40000000,chrX-111500000,0.0625
chrY-88250000,chrX-111500000,0.16666666666666666
chr14-5250000,chrX-111750000,0.5
chrX-123250000,chrX-111750000,0.058823529411764705
chr7-8750000,chrX-112000000,0.05555555555555555
chrX-123250000,chrX-112000000,0.058823529411764705
chrX-148500000,chrX-112250000,0.08333333333333333
chrY-29500000,chrX-112250000,1.0
chrX-148500000,chrX-112500000,0.08333333333333333
chrY-20750000,chrX-112500000,0.5
chrX-30250000,chrX-112750000,0.5
chrX-148000000,chrX-112750000,0.16666666666666666
chrX-148500000,chrX-112750000,0.16666666666666666
chrY-87750000,chrX-112750000,0.25
chrX-123250000,chrX-113000000,0.058823529411764705
chrY-250000,chrX-113000000,0.07142857142857142
chrY-89500000,chrX-113000000,0.08333333333333333
chrX-31250000,chrX-113250000,0.05
chrX-123250000,chrX-113250000,0.058823529411764705
chr14-42750000,chrX-113500000,0.1
chrX-123250000,chrX-113500000,0.11764705882352941
chrX-148500000,chrX-113500000,0.08333333333333333
chrY-13250000,chrX-113500000,0.5
chrX-123750000,chrX-113750000,0.07142857142857142
chrX-29750000,chrX-114000000,0.25
chrX-55000000,chrX-114000000,0.25
chrY-72250000,chrX-114000000,1.0
chr14-42750000,chrX-114250000,0.1
chrX-123250000,chrX-114500000,0.058823529411764705
chrY-38750000,chrX-114500000,0.25
chrY-71500000,chrX-114500000,1.0
chr7-22250000,chrX-114750000,0.5
chr14-3750000,chrX-115000000,0.07142857142857142
chrX-35000000,chrX-115000000,0.25
chrX-149500000,chrX-115000000,0.05555555555555555
chrY-20750000,chrX-115000000,0.5
chrX-30000000,chrX-115250000,0.5
chrX-123250000,chrX-115250000,0.058823529411764705
chrX-149000000,chrX-115250000,0.25
chrY-8000000,chrX-115250000,0.25
chrY-53500000,chrX-115250000,1.0
chrX-123250000,chrX-115500000,0.058823529411764705
chrY-20750000,chrX-115500000,0.5
chrY-84000000,chrX-115500000,0.5
chrY-90000000,chrX-115500000,0.125
chrX-27500000,chrX-115750000,1.0
chrY-18250000,chrX-115750000,0.5
chrY-89250000,chrX-115750000,0.125
chrX-148000000,chrX-116000000,0.16666666666666666
chrY-38000000,chrX-116250000,0.25
chrY-82000000,chrX-116250000,0.5
chrX-54500000,chrX-116750000,0.5
chrX-123250000,chrX-116750000,0.11764705882352941
chrX-28750000,chrX-117000000,0.5
chrX-30000000,chrX-117000000,0.5
chrX-123250000,chrX-117000000,0.058823529411764705
chrX-149250000,chrX-117000000,0.5
chrX-31250000,chrX-117250000,0.1
chrX-148500000,chrX-117250000,0.08333333333333333
chrY-23500000,chrX-117250000,0.5
chrY-43250000,chrX-117250000,0.05555555555555555
chrX-123750000,chrX-117500000,0.07142857142857142
chrX-148500000,chrX-117500000,0.08333333333333333
chrY-35750000,chrX-117500000,0.5
chrY-87000000,chrX-117500000,0.16666666666666666
chrY-87500000,chrX-117500000,0.16666666666666666
chrX-123750000,chrX-117750000,0.07142857142857142
chrX-125000000,chrX-117750000,1.0
chrX-148500000,chrX-117750000,0.08333333333333333
chrY-89500000,chrX-117750000,0.08333333333333333
chrY-40250000,chrX-118000000,0.25
chrY-44250000,chrX-118000000,0.1
chrY-68500000,chrX-118000000,1.0
chrY-86750000,chrX-118000000,0.1
chrX-148500000,chrX-118250000,0.08333333333333333
chrY-72750000,chrX-118250000,1.0
chr14-3250000,chrX-118500000,0.3333333333333333
chrX-123250000,chrX-118500000,0.058823529411764705
chrX-123750000,chrX-118500000,0.07142857142857142
chrX-29750000,chrX-118750000,0.25
chrX-31250000,chrX-118750000,0.05
chrX-123250000,chrX-118750000,0.058823529411764705
chrY-16250000,chrX-118750000,1.0
chrY-88750000,chrX-118750000,0.5
chr7-7750000,chrX-119000000,0.0625
chrX-54750000,chrX-119000000,0.5
chrX-125750000,chrX-119000000,0.3333333333333333
chrY-40000000,chrX-119000000,0.0625
chrY-40250000,chrX-119250000,0.25
chrX-123250000,chrX-119500000,0.058823529411764705
chrX-148500000,chrX-119500000,0.08333333333333333
chrX-149000000,chrX-119500000,0.25
chrY-38000000,chrX-119750000,0.25
chrX-27750000,chrX-120000000,0.5
chrX-123750000,chrX-120000000,0.14285714285714285
chrX-125000000,chrX-120000000,1.0
chrX-148500000,chrX-120000000,0.08333333333333333
chrX-149250000,chrX-120000000,0.5
chrY-88250000,chrX-120000000,0.16666666666666666
chrY-89250000,chrX-120000000,0.125
chrX-3500000,chrX-120250000,0.25
chrX-28500000,chrX-120250000,0.5
chrX-54750000,chrX-120250000,0.5
chrY-44250000,chrX-120250000,0.1
chrY-44500000,chrX-120250000,0.1
chrX-54750000,chrX-120500000,0.5
chrX-123250000,chrX-120500000,0.058823529411764705
chrY-84250000,chrX-120500000,0.25
chrY-87750000,chrX-120500000,0.25
chrX-125750000,chrX-120750000,0.3333333333333333
chrX-149000000,chrX-120750000,0.25
